order,global
0,96.22641509433963
1,96.22641509433963
2,93.15789473684211
3,88.0
4,89.43661971830986
5,93.80165289256198
6,100.0
7,100.0
8,79.85611510791367
9,92.70833333333334
10,100.0
11,57.22891566265061
12,91.1504424778761
13,100.0
14,88.37209302325581
15,88.04347826086956
16,100.0
17,55.00000000000001
18,94.3820224719101
19,60.747663551401864
20,79.41176470588235
21,95.0
22,82.71604938271605
23,88.37209302325581
24,67.32673267326733
25,85.91549295774648
26,80.88235294117648
27,100.0
28,92.85714285714286
29,100.0
30,39.08045977011494
31,90.53254437869822
32,65.55555555555556
33,100.0
34,94.52054794520548
35,88.52459016393442
36,100.0
37,86.56716417910447
38,91.17647058823529
39,86.66666666666667
40,92.40506329113924
41,88.23529411764706
42,89.65517241379311
43,95.65217391304348
44,100.0
45,85.13513513513513
46,87.87878787878788
47,92.42424242424242
48,59.154929577464785
49,100.0
50,69.0909090909091
51,93.75
52,100.0
53,90.76923076923077
54,100.0
55,92.98245614035088
56,100.0
57,96.36363636363636
58,89.28571428571429
59,100.0
60,88.46153846153845
61,70.6896551724138
62,100.0
63,96.66666666666667
64,100.0
65,80.76923076923077
66,82.97872340425532
67,97.22222222222221
68,78.57142857142857
69,100.0
70,88.13559322033898
71,100.0
72,93.75
73,87.5
74,75.92592592592592
75,100.0
76,86.04651162790698
77,90.56603773584906
78,81.89655172413794
79,92.42424242424242
80,89.74358974358975
81,98.21428571428571
82,62.903225806451616
83,100.0
84,94.11764705882352
85,92.5925925925926
86,90.2439024390244
87,91.30434782608695
88,94.54545454545455
89,63.26530612244898
90,92.7536231884058
91,90.74074074074075
92,91.66666666666666
93,100.0
94,91.8918918918919
95,86.66666666666667
96,71.05263157894737
97,85.1063829787234
98,95.0
99,71.73913043478261
100,100.0
101,100.0
102,85.36585365853658
103,100.0
104,84.0909090909091
105,94.73684210526315
106,48.07692307692308
107,90.9090909090909
108,67.46987951807229
109,72.72727272727273
110,93.22033898305084
111,91.8918918918919
112,100.0
113,82.85714285714286
114,100.0
115,69.44444444444444
116,95.1219512195122
117,93.54838709677419
118,93.93939393939394
119,94.82758620689656
