filename,global
201800000.json,100.0
201800001.json,100.0
201800002.json,86.36363636363636
201800003.json,92.72727272727272
201800004.json,81.81818181818183
201800005.json,66.66666666666666
201800006.json,100.0
201800007.json,0
201800008.json,89.74358974358975
201800009.json,71.42857142857143
201800010.json,100.0
201800011.json,85.71428571428571
201800012.json,0
201800013.json,100.0
201800014.json,75.0
201800015.json,42.857142857142854
201800016.json,100.0
201800017.json,100.0
201800018.json,75.0
201800019.json,0
201800020.json,0.0
201800021.json,50.0
201800022.json,100.0
201800023.json,0
201800024.json,100.0
201800025.json,66.66666666666666
201800026.json,66.66666666666666
201800027.json,0
201800028.json,100.0
201800029.json,0
201800030.json,0
201800031.json,0.0
201800032.json,82.14285714285714
201800033.json,100.0
201800034.json,100.0
201800035.json,100.0
201800036.json,100.0
201800037.json,100.0
201800038.json,100.0
201800039.json,100.0
201800040.json,100.0
201800041.json,65.9090909090909
201800042.json,85.71428571428571
201800043.json,100.0
201800044.json,95.41284403669725
201800045.json,100.0
201800046.json,100.0
201800047.json,0.0
201800048.json,0
201800049.json,72.22222222222221
201800050.json,100.0
201800051.json,100.0
201800052.json,50.0
201800053.json,20.0
201800054.json,66.66666666666666
201800055.json,69.23076923076923
201800056.json,88.88888888888889
201800057.json,80.0
201800058.json,91.66666666666666
201800059.json,100.0
201800060.json,76.92307692307693
201800061.json,44.44444444444444
201800062.json,0
201800063.json,100.0
201800064.json,81.81818181818183
201800065.json,80.0
201800066.json,50.0
201800067.json,100.0
201800068.json,100.0
201800069.json,100.0
201800070.json,84.90566037735849
201800071.json,100.0
201800072.json,0
201800073.json,0
201800074.json,0
201800075.json,0
201800076.json,100.0
201800077.json,100.0
201800078.json,0.0
201800079.json,100.0
201800080.json,25.0
201800081.json,88.88888888888889
201800082.json,50.0
201800083.json,0.0
201800084.json,50.0
201800085.json,100.0
201800086.json,0
201800087.json,66.66666666666666
201800088.json,100.0
201800089.json,0
201800090.json,66.66666666666666
201800091.json,100.0
201800092.json,100.0
201800093.json,100.0
201800094.json,75.0
201800095.json,30.0
201800096.json,90.0
201800097.json,71.42857142857143
201800098.json,100.0
201800099.json,50.0
201800100.json,0
201800101.json,100.0
201800102.json,50.0
201800103.json,86.66666666666667
201800104.json,88.88888888888889
201800105.json,100.0
201800106.json,100.0
201800107.json,80.0
201800108.json,0
201800109.json,100.0
201800110.json,100.0
201800111.json,100.0
201800112.json,88.88888888888889
201800113.json,100.0
201800114.json,70.0
201800115.json,0.0
201800116.json,81.81818181818183
201800117.json,85.45454545454545
201800118.json,100.0
201800119.json,73.80952380952381
201800120.json,100.0
201800121.json,100.0
201800122.json,82.14285714285714
201800123.json,100.0
201800124.json,100.0
201800125.json,90.47619047619048
201800126.json,90.9090909090909
201800127.json,100.0
201800128.json,80.76923076923077
201800129.json,66.66666666666666
201800130.json,100.0
201800131.json,90.0
201800132.json,100.0
201800133.json,100.0
201800134.json,100.0
201800135.json,33.33333333333333
201800136.json,64.70588235294117
201800137.json,83.33333333333334
201800138.json,71.42857142857143
201800139.json,76.92307692307693
201800140.json,100.0
201800141.json,100.0
201800142.json,90.0
201800143.json,68.75
201800144.json,73.07692307692307
201800145.json,0.0
201800146.json,100.0
201800147.json,100.0
201800148.json,100.0
201800149.json,80.0
201800150.json,100.0
201800151.json,75.0
201800152.json,75.0
201800153.json,90.47619047619048
201800154.json,50.0
201800155.json,95.45454545454545
201800156.json,75.0
201800157.json,100.0
201800158.json,100.0
201800159.json,80.0
201800160.json,63.63636363636363
201800161.json,93.54838709677419
201800162.json,100.0
201800163.json,100.0
201800164.json,37.5
201800165.json,100.0
201800166.json,47.22222222222222
201800167.json,90.625
201800168.json,64.0
201800169.json,82.8125
201800170.json,77.5
201800171.json,95.1219512195122
201800172.json,72.72727272727273
201800173.json,90.9090909090909
201800174.json,76.92307692307693
201800175.json,85.71428571428571
201800176.json,100.0
201800177.json,100.0
201800178.json,84.375
201800179.json,90.0
201800180.json,100.0
201800181.json,65.15151515151516
201800182.json,100.0
201800183.json,84.21052631578947
201800184.json,100.0
201800185.json,100.0
201800186.json,82.25806451612904
201800187.json,37.5
201800188.json,100.0
201800189.json,80.0
201800190.json,100.0
201800191.json,46.15384615384615
201800192.json,100.0
201800193.json,100.0
201800194.json,40.0
201800195.json,50.0
201800196.json,100.0
201800197.json,81.25
201800198.json,94.73684210526315
201800199.json,0.0
201800200.json,100.0
201800201.json,60.0
201800202.json,91.93548387096774
201800203.json,100.0
201800204.json,83.33333333333334
201800205.json,73.33333333333333
201800206.json,100.0
201800207.json,84.61538461538461
201800208.json,94.87179487179486
201800209.json,67.5
201800210.json,88.73239436619718
