order,global
259,84.21052631578947
260,73.68421052631578
261,68.42105263157895
262,57.89473684210527
263,73.68421052631578
264,78.94736842105263
265,78.94736842105263
266,57.89473684210527
267,68.42105263157895
268,63.1578947368421
269,63.1578947368421
270,68.42105263157895
271,47.368421052631575
272,63.1578947368421
273,78.94736842105263
274,73.68421052631578
275,63.1578947368421
276,84.21052631578947
277,68.42105263157895
278,73.68421052631578
279,77.77777777777779
280,50.0
281,88.88888888888889
282,100.0
283,66.66666666666666
284,77.77777777777779
285,66.66666666666666
286,72.22222222222221
287,88.88888888888889
288,88.88888888888889
289,61.111111111111114
290,61.111111111111114
291,88.88888888888889
292,66.66666666666666
293,66.66666666666666
294,77.77777777777779
295,66.66666666666666
296,66.66666666666666
297,83.33333333333334
298,76.47058823529412
299,88.23529411764706
300,76.47058823529412
301,70.58823529411765
302,52.94117647058824
303,70.58823529411765
304,58.82352941176471
305,76.47058823529412
306,64.70588235294117
307,82.35294117647058
308,76.47058823529412
309,70.58823529411765
310,64.70588235294117
311,76.47058823529412
312,70.58823529411765
313,64.70588235294117
314,82.35294117647058
315,70.58823529411765
316,82.35294117647058
317,76.47058823529412
318,64.70588235294117
319,58.82352941176471
320,100.0
321,56.25
322,81.25
323,81.25
324,62.5
325,68.75
326,56.25
327,43.75
328,37.5
329,87.5
330,43.75
331,93.75
332,68.75
333,80.0
334,60.0
335,53.333333333333336
336,86.66666666666667
337,73.33333333333333
338,66.66666666666666
339,93.33333333333333
340,80.0
341,53.333333333333336
342,53.333333333333336
343,53.333333333333336
344,46.666666666666664
345,73.33333333333333
346,73.33333333333333
347,80.0
348,66.66666666666666
349,73.33333333333333
350,66.66666666666666
351,60.0
352,93.33333333333333
353,60.0
354,66.66666666666666
355,78.57142857142857
356,71.42857142857143
357,78.57142857142857
358,50.0
359,64.28571428571429
360,85.71428571428571
361,71.42857142857143
362,85.71428571428571
363,71.42857142857143
364,78.57142857142857
365,57.14285714285714
366,64.28571428571429
367,85.71428571428571
368,64.28571428571429
369,85.71428571428571
370,85.71428571428571
371,64.28571428571429
372,78.57142857142857
373,50.0
374,71.42857142857143
375,64.28571428571429
376,100.0
377,76.92307692307693
378,38.46153846153847
379,84.61538461538461
380,76.92307692307693
381,84.61538461538461
382,92.3076923076923
383,69.23076923076923
384,100.0
385,53.84615384615385
386,84.61538461538461
387,84.61538461538461
388,76.92307692307693
389,61.53846153846154
390,84.61538461538461
391,61.53846153846154
392,23.076923076923077
393,76.92307692307693
394,84.61538461538461
395,76.92307692307693
396,61.53846153846154
397,76.92307692307693
398,76.92307692307693
399,66.66666666666666
400,58.333333333333336
401,66.66666666666666
402,75.0
403,58.333333333333336
404,100.0
405,91.66666666666666
406,100.0
407,75.0
408,58.333333333333336
409,66.66666666666666
410,75.0
411,75.0
412,58.333333333333336
413,83.33333333333334
414,75.0
415,50.0
416,58.333333333333336
417,75.0
418,33.33333333333333
419,75.0
420,83.33333333333334
421,75.0
422,75.0
423,58.333333333333336
424,50.0
425,91.66666666666666
426,75.0
427,58.333333333333336
428,83.33333333333334
429,50.0
430,66.66666666666666
431,75.0
432,58.333333333333336
433,91.66666666666666
434,75.0
435,66.66666666666666
436,75.0
437,66.66666666666666
438,75.0
439,75.0
440,91.66666666666666
441,91.66666666666666
442,81.81818181818183
443,72.72727272727273
444,54.54545454545454
445,45.45454545454545
446,81.81818181818183
447,72.72727272727273
448,54.54545454545454
449,27.27272727272727
450,81.81818181818183
451,63.63636363636363
452,63.63636363636363
453,63.63636363636363
454,63.63636363636363
455,81.81818181818183
456,54.54545454545454
457,90.9090909090909
458,72.72727272727273
459,54.54545454545454
460,45.45454545454545
461,72.72727272727273
462,72.72727272727273
463,9.090909090909092
464,100.0
465,63.63636363636363
466,81.81818181818183
467,81.81818181818183
468,63.63636363636363
469,81.81818181818183
470,80.0
471,90.0
472,60.0
473,30.0
474,70.0
475,30.0
476,80.0
477,80.0
478,100.0
479,80.0
480,70.0
481,60.0
482,30.0
483,50.0
484,70.0
485,80.0
486,60.0
487,90.0
488,80.0
489,50.0
490,80.0
491,40.0
492,60.0
493,60.0
494,80.0
495,100.0
496,55.55555555555556
497,66.66666666666666
498,88.88888888888889
499,77.77777777777779
500,100.0
501,66.66666666666666
502,66.66666666666666
503,66.66666666666666
504,77.77777777777779
505,100.0
506,55.55555555555556
507,66.66666666666666
508,88.88888888888889
509,66.66666666666666
510,77.77777777777779
511,0.0
512,66.66666666666666
513,66.66666666666666
514,100.0
515,88.88888888888889
516,0.0
517,66.66666666666666
518,88.88888888888889
519,55.55555555555556
520,77.77777777777779
521,44.44444444444444
522,100.0
523,100.0
524,88.88888888888889
525,88.88888888888889
526,55.55555555555556
527,66.66666666666666
528,88.88888888888889
529,66.66666666666666
530,100.0
531,37.5
532,87.5
533,87.5
534,37.5
535,75.0
536,50.0
537,75.0
538,87.5
539,75.0
540,100.0
541,75.0
542,50.0
543,75.0
544,75.0
545,87.5
546,37.5
547,87.5
548,75.0
549,62.5
550,75.0
551,75.0
552,37.5
553,75.0
554,25.0
555,62.5
556,25.0
557,75.0
558,75.0
559,50.0
560,87.5
561,75.0
562,62.5
563,62.5
564,62.5
565,87.5
566,37.5
567,62.5
568,62.5
569,100.0
570,62.5
571,62.5
572,87.5
573,87.5
574,75.0
575,57.14285714285714
576,71.42857142857143
577,85.71428571428571
578,71.42857142857143
579,100.0
580,42.857142857142854
581,71.42857142857143
582,57.14285714285714
583,85.71428571428571
584,71.42857142857143
585,85.71428571428571
586,71.42857142857143
587,85.71428571428571
588,28.57142857142857
589,14.285714285714285
590,85.71428571428571
591,71.42857142857143
592,57.14285714285714
593,85.71428571428571
594,85.71428571428571
595,28.57142857142857
596,71.42857142857143
597,85.71428571428571
598,71.42857142857143
599,71.42857142857143
600,71.42857142857143
601,85.71428571428571
602,71.42857142857143
603,100.0
604,100.0
605,71.42857142857143
606,100.0
607,71.42857142857143
608,85.71428571428571
609,28.57142857142857
610,71.42857142857143
611,57.14285714285714
612,57.14285714285714
613,71.42857142857143
614,71.42857142857143
615,100.0
616,71.42857142857143
617,71.42857142857143
618,42.857142857142854
619,42.857142857142854
620,100.0
621,100.0
622,42.857142857142854
623,57.14285714285714
624,71.42857142857143
625,50.0
626,83.33333333333334
627,100.0
628,100.0
629,100.0
630,83.33333333333334
631,100.0
632,83.33333333333334
633,50.0
634,66.66666666666666
635,66.66666666666666
636,83.33333333333334
637,100.0
638,100.0
639,100.0
640,66.66666666666666
641,50.0
642,50.0
643,16.666666666666664
644,100.0
645,83.33333333333334
646,66.66666666666666
647,83.33333333333334
648,50.0
649,100.0
650,66.66666666666666
651,100.0
652,50.0
653,50.0
654,33.33333333333333
655,100.0
656,83.33333333333334
657,0.0
658,66.66666666666666
659,100.0
660,83.33333333333334
661,83.33333333333334
662,83.33333333333334
663,66.66666666666666
664,83.33333333333334
665,83.33333333333334
666,33.33333333333333
667,83.33333333333334
668,83.33333333333334
669,66.66666666666666
670,100.0
671,66.66666666666666
672,66.66666666666666
673,83.33333333333334
674,100.0
675,83.33333333333334
676,66.66666666666666
677,100.0
678,60.0
679,100.0
680,20.0
681,80.0
682,60.0
683,40.0
684,40.0
685,80.0
686,60.0
687,80.0
688,40.0
689,40.0
690,60.0
691,100.0
692,100.0
693,60.0
694,100.0
695,40.0
696,100.0
697,60.0
698,40.0
699,100.0
700,40.0
701,80.0
702,80.0
703,80.0
704,80.0
705,80.0
706,100.0
707,80.0
708,60.0
709,100.0
710,80.0
711,80.0
712,100.0
713,60.0
714,40.0
715,60.0
716,60.0
717,80.0
718,80.0
719,60.0
720,100.0
721,60.0
722,40.0
723,60.0
724,60.0
725,60.0
726,40.0
727,100.0
728,80.0
729,60.0
730,100.0
731,80.0
732,60.0
733,80.0
734,80.0
735,60.0
736,0.0
737,60.0
738,100.0
739,80.0
740,80.0
741,80.0
742,60.0
743,40.0
744,100.0
745,40.0
746,60.0
747,20.0
748,60.0
749,75.0
750,75.0
751,50.0
752,100.0
753,100.0
754,100.0
755,50.0
756,75.0
757,75.0
758,75.0
759,75.0
760,50.0
761,100.0
762,50.0
763,75.0
764,100.0
765,75.0
766,0.0
767,100.0
768,75.0
769,50.0
770,100.0
771,25.0
772,50.0
773,50.0
774,50.0
775,75.0
776,75.0
777,50.0
778,75.0
779,0.0
780,100.0
781,100.0
782,75.0
783,100.0
784,75.0
785,75.0
786,75.0
787,100.0
788,50.0
789,75.0
790,100.0
791,50.0
792,50.0
793,75.0
794,100.0
795,25.0
796,100.0
797,75.0
798,50.0
799,50.0
800,25.0
801,25.0
802,50.0
803,75.0
804,50.0
805,75.0
806,75.0
807,50.0
808,100.0
809,100.0
810,75.0
811,100.0
812,50.0
813,75.0
814,50.0
815,50.0
816,75.0
817,100.0
818,100.0
819,75.0
820,100.0
821,100.0
822,100.0
823,75.0
824,100.0
825,75.0
826,75.0
827,75.0
828,75.0
829,25.0
830,66.66666666666666
831,100.0
832,33.33333333333333
833,33.33333333333333
834,66.66666666666666
835,100.0
836,100.0
837,0.0
838,100.0
839,33.33333333333333
840,100.0
841,66.66666666666666
842,66.66666666666666
843,66.66666666666666
844,66.66666666666666
845,66.66666666666666
846,66.66666666666666
847,66.66666666666666
848,100.0
849,0.0
850,66.66666666666666
851,33.33333333333333
852,33.33333333333333
853,100.0
854,100.0
855,66.66666666666666
856,100.0
857,66.66666666666666
858,33.33333333333333
859,33.33333333333333
860,0.0
861,66.66666666666666
862,100.0
863,66.66666666666666
864,66.66666666666666
865,100.0
866,66.66666666666666
867,100.0
868,33.33333333333333
869,33.33333333333333
870,66.66666666666666
871,66.66666666666666
872,100.0
873,66.66666666666666
874,100.0
875,100.0
876,66.66666666666666
877,33.33333333333333
878,100.0
879,33.33333333333333
880,33.33333333333333
881,100.0
882,100.0
883,66.66666666666666
884,100.0
885,100.0
886,100.0
887,100.0
888,0.0
889,66.66666666666666
890,66.66666666666666
891,33.33333333333333
892,100.0
893,100.0
894,100.0
895,33.33333333333333
896,66.66666666666666
897,66.66666666666666
898,66.66666666666666
899,0.0
900,100.0
901,100.0
902,100.0
903,33.33333333333333
904,66.66666666666666
905,100.0
906,100.0
907,33.33333333333333
908,66.66666666666666
909,66.66666666666666
910,100.0
911,33.33333333333333
912,66.66666666666666
913,33.33333333333333
914,66.66666666666666
915,66.66666666666666
916,66.66666666666666
917,50.0
918,100.0
919,100.0
920,100.0
921,50.0
922,100.0
923,100.0
924,100.0
925,50.0
926,100.0
927,50.0
928,100.0
929,50.0
930,100.0
931,100.0
932,100.0
933,100.0
934,50.0
935,100.0
936,100.0
937,50.0
938,50.0
939,0.0
940,100.0
941,50.0
942,100.0
943,100.0
944,50.0
945,100.0
946,100.0
947,50.0
948,50.0
949,100.0
950,50.0
951,100.0
952,50.0
953,100.0
954,100.0
955,0.0
956,100.0
957,50.0
958,50.0
959,50.0
960,100.0
961,100.0
962,50.0
963,100.0
964,50.0
965,50.0
966,50.0
967,50.0
968,0.0
969,0.0
970,50.0
971,100.0
972,0.0
973,0.0
974,100.0
975,100.0
976,50.0
977,100.0
978,50.0
979,100.0
980,100.0
981,100.0
982,100.0
983,50.0
984,50.0
985,100.0
986,100.0
987,50.0
988,100.0
989,100.0
990,100.0
991,50.0
992,100.0
993,100.0
994,100.0
995,50.0
996,50.0
997,50.0
998,100.0
999,100.0
1000,50.0
1001,0.0
1002,0.0
1003,100.0
1004,50.0
1005,0.0
1006,50.0
1007,100.0
1008,100.0
1009,0.0
1010,100.0
1011,0.0
1012,100.0
1013,100.0
1014,0.0
1015,100.0
1016,100.0
1017,100.0
1018,100.0
1019,0.0
1020,100.0
1021,0.0
1022,100.0
1023,100.0
1024,100.0
1025,100.0
1026,0.0
1027,100.0
1028,100.0
1029,100.0
1030,100.0
1031,0.0
1032,0.0
1033,100.0
1034,100.0
1035,0.0
1036,100.0
1037,100.0
1038,100.0
1039,100.0
1040,100.0
1041,100.0
1042,100.0
1043,100.0
1044,0.0
1045,100.0
1046,100.0
1047,100.0
1048,100.0
1049,0.0
1050,100.0
1051,0.0
1052,100.0
1053,100.0
1054,0.0
1055,100.0
1056,100.0
1057,100.0
1058,100.0
1059,0.0
1060,100.0
1061,100.0
1062,100.0
1063,0.0
1064,0.0
1065,100.0
1066,0.0
1067,0.0
1068,0.0
1069,100.0
1070,0.0
1071,100.0
1072,100.0
1073,100.0
1074,0.0
1075,100.0
1076,100.0
1077,0.0
1078,0.0
1079,100.0
1080,0.0
1081,0.0
1082,0.0
1083,100.0
1084,100.0
1085,0.0
1086,100.0
1087,0.0
1088,100.0
1089,100.0
1090,100.0
1091,100.0
1092,100.0
1093,100.0
1094,100.0
1095,100.0
1096,100.0
1097,100.0
1098,100.0
1099,100.0
1100,100.0
1101,0.0
1102,100.0
1103,100.0
1104,100.0
1105,100.0
1106,0.0
1107,100.0
1108,0.0
1109,100.0
1110,0.0
1111,100.0
1112,100.0
1113,100.0
1114,100.0
1115,100.0
1116,100.0
1117,100.0
1118,100.0
1119,100.0
1120,100.0
1121,100.0
1122,100.0
1123,100.0
1124,100.0
1125,100.0
1126,100.0
1127,100.0
1128,0.0
1129,100.0
1130,100.0
1131,100.0
1132,0.0
1133,0.0
1134,100.0
1135,0.0
1136,100.0
1137,0.0
1138,100.0
1139,100.0
1140,0.0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
