order,cited_count,global,cluster
453,11,63.63636363636363,0
454,11,63.63636363636363,0
455,11,81.81818181818183,0
456,11,54.54545454545454,0
457,11,90.9090909090909,0
458,11,72.72727272727273,0
459,11,54.54545454545454,0
460,11,45.45454545454545,0
461,11,72.72727272727273,0
462,11,72.72727272727273,0
463,11,9.090909090909092,1
464,11,100.0,0
465,11,63.63636363636363,0
466,11,81.81818181818183,0
467,11,81.81818181818183,0
468,11,63.63636363636363,0
469,11,81.81818181818183,0
470,10,80.0,0
471,10,90.0,0
472,10,60.0,0
473,10,30.0,1
474,10,70.0,0
475,10,30.0,1
476,10,80.0,0
477,10,80.0,0
478,10,100.0,0
479,10,80.0,0
480,10,70.0,0
481,10,60.0,0
482,10,30.0,1
483,10,50.0,0
484,10,70.0,0
485,10,80.0,0
486,10,60.0,0
487,10,90.0,0
488,10,80.0,0
489,10,50.0,0
490,10,80.0,0
491,10,40.0,1
492,10,60.0,0
493,10,60.0,0
494,10,80.0,0
495,9,100.0,0
496,9,55.55555555555556,0
497,9,66.66666666666666,0
498,9,88.88888888888889,0
499,9,77.77777777777779,0
500,9,100.0,0
501,9,66.66666666666666,0
502,9,66.66666666666666,0
503,9,66.66666666666666,0
504,9,77.77777777777779,0
505,9,100.0,0
506,9,55.55555555555556,0
507,9,66.66666666666666,0
508,9,88.88888888888889,0
509,9,66.66666666666666,0
510,9,77.77777777777779,0
511,9,0.0,1
512,9,66.66666666666666,0
513,9,66.66666666666666,0
514,9,100.0,0
515,9,88.88888888888889,0
516,9,0.0,1
517,9,66.66666666666666,0
518,9,88.88888888888889,0
519,9,55.55555555555556,0
520,9,77.77777777777779,0
521,9,44.44444444444444,0
522,9,100.0,0
523,9,100.0,0
524,9,88.88888888888889,0
525,9,88.88888888888889,0
526,9,55.55555555555556,0
527,9,66.66666666666666,0
528,9,88.88888888888889,0
529,9,66.66666666666666,0
530,8,100.0,0
531,8,37.5,1
532,8,87.5,0
533,8,87.5,0
534,8,37.5,1
535,8,75.0,0
536,8,50.0,0
537,8,75.0,0
538,8,87.5,0
539,8,75.0,0
540,8,100.0,0
541,8,75.0,0
542,8,50.0,0
543,8,75.0,0
544,8,75.0,0
545,8,87.5,0
546,8,37.5,1
547,8,87.5,0
548,8,75.0,0
549,8,62.5,0
550,8,75.0,0
551,8,75.0,0
552,8,37.5,1
553,8,75.0,0
554,8,25.0,1
555,8,62.5,0
556,8,25.0,1
557,8,75.0,0
558,8,75.0,0
559,8,50.0,0
560,8,87.5,0
561,8,75.0,0
562,8,62.5,0
563,8,62.5,0
564,8,62.5,0
565,8,87.5,0
566,8,37.5,1
567,8,62.5,0
568,8,62.5,0
569,8,100.0,0
570,8,62.5,0
571,8,62.5,0
572,8,87.5,0
573,8,87.5,0
574,8,75.0,0
575,7,57.14285714285714,0
576,7,71.42857142857143,0
577,7,85.71428571428571,0
578,7,71.42857142857143,0
579,7,100.0,0
