filename,scopus_link,citedby_link
201800000.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077976956&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077976956&origin=inward
201800001.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060936020&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060936020&origin=inward
201800002.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85052201238&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85052201238&origin=inward
201800003.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051498032&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051498032&origin=inward
201800004.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050678366&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050678366&origin=inward
201800005.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059846549&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059846549&origin=inward
201800006.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85053455291&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85053455291&origin=inward
201800007.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078621193&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078621193&origin=inward
201800008.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061529820&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061529820&origin=inward
201800009.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058878790&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058878790&origin=inward
201800010.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85053749794&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85053749794&origin=inward
201800011.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060970184&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060970184&origin=inward
201800012.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061895439&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061895439&origin=inward
201800013.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059849496&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059849496&origin=inward
201800014.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059562771&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059562771&origin=inward
201800015.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059516216&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059516216&origin=inward
201800016.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059160526&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059160526&origin=inward
201800017.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058392278&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058392278&origin=inward
201800018.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054885984&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85054885984&origin=inward
201800019.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063732788&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063732788&origin=inward
201800020.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059484399&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059484399&origin=inward
201800021.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059480239&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059480239&origin=inward
201800022.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059476683&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059476683&origin=inward
201800023.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059474991&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059474991&origin=inward
201800024.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059473929&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059473929&origin=inward
201800025.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059465253&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059465253&origin=inward
201800026.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059463569&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059463569&origin=inward
201800027.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059461222&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059461222&origin=inward
201800028.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059452131&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059452131&origin=inward
201800029.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059450763&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059450763&origin=inward
201800030.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059450621&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059450621&origin=inward
201800031.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059443311&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059443311&origin=inward
201800032.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058918074&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058918074&origin=inward
201800033.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059409668&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059409668&origin=inward
201800034.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055723883&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055723883&origin=inward
201800035.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054676706&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85054676706&origin=inward
201800036.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85053840080&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85053840080&origin=inward
201800037.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051292687&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051292687&origin=inward
201800038.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063505074&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063505074&origin=inward
201800039.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063429603&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063429603&origin=inward
201800040.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059112614&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059112614&origin=inward
201800041.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058475370&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058475370&origin=inward
201800042.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058983048&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058983048&origin=inward
201800043.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059290811&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059290811&origin=inward
201800044.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055499333&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055499333&origin=inward
201800045.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061839078&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061839078&origin=inward
201800046.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060496074&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060496074&origin=inward
201800047.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058647216&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058647216&origin=inward
201800048.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058622656&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058622656&origin=inward
201800049.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058320961&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058320961&origin=inward
201800050.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062801280&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062801280&origin=inward
201800051.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062797130&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062797130&origin=inward
201800052.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062255690&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062255690&origin=inward
201800053.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066101363&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066101363&origin=inward
201800054.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066099543&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066099543&origin=inward
201800055.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066083201&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066083201&origin=inward
201800056.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066078842&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066078842&origin=inward
201800057.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059896348&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059896348&origin=inward
201800058.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058555067&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058555067&origin=inward
201800059.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066105607&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066105607&origin=inward
201800060.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060316344&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060316344&origin=inward
201800061.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060315563&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060315563&origin=inward
201800062.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060304153&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060304153&origin=inward
201800063.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060301990&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060301990&origin=inward
201800064.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060284558&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060284558&origin=inward
201800065.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060284222&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060284222&origin=inward
201800066.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060277158&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060277158&origin=inward
201800067.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058329914&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058329914&origin=inward
201800068.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060520670&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060520670&origin=inward
201800069.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058332469&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058332469&origin=inward
201800070.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057626112&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057626112&origin=inward
201800071.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057578970&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057578970&origin=inward
201800072.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85152969667&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85152969667&origin=inward
201800073.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85152957456&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85152957456&origin=inward
201800074.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85152950212&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85152950212&origin=inward
201800075.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85152926723&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85152926723&origin=inward
201800076.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85152923178&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85152923178&origin=inward
201800077.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85147427223&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85147427223&origin=inward
201800078.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134033351&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134033351&origin=inward
201800079.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85130690048&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130690048&origin=inward
201800080.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120882431&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120882431&origin=inward
201800081.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100201551&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100201551&origin=inward
201800082.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091699096&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091699096&origin=inward
201800083.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090293808&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090293808&origin=inward
201800084.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082684208&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082684208&origin=inward
201800085.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076352482&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076352482&origin=inward
201800086.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076340852&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076340852&origin=inward
201800087.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076335862&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076335862&origin=inward
201800088.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071461260&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071461260&origin=inward
201800089.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070861352&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070861352&origin=inward
201800090.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070812664&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070812664&origin=inward
201800091.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070806504&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070806504&origin=inward
201800092.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85069328095&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85069328095&origin=inward
201800093.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067075989&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067075989&origin=inward
201800094.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064709833&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064709833&origin=inward
201800095.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063690066&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063690066&origin=inward
201800096.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063522895&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063522895&origin=inward
201800097.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061602467&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061602467&origin=inward
201800098.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060882963&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060882963&origin=inward
201800099.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060856625&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060856625&origin=inward
201800100.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060664134&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060664134&origin=inward
201800101.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060222612&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060222612&origin=inward
201800102.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060162536&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060162536&origin=inward
201800103.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059675381&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059675381&origin=inward
201800104.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059639710&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059639710&origin=inward
201800105.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059609200&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059609200&origin=inward
201800106.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059566810&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059566810&origin=inward
201800107.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059556193&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059556193&origin=inward
201800108.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059533501&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059533501&origin=inward
201800109.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059500714&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059500714&origin=inward
201800110.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059477183&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059477183&origin=inward
201800111.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059460372&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059460372&origin=inward
201800112.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059273699&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059273699&origin=inward
201800113.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059259196&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059259196&origin=inward
201800114.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059255766&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059255766&origin=inward
201800115.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059248986&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059248986&origin=inward
201800116.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059230299&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059230299&origin=inward
201800117.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059213990&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059213990&origin=inward
201800118.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059087917&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059087917&origin=inward
201800119.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058935797&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058935797&origin=inward
201800120.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058926637&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058926637&origin=inward
201800121.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058917460&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058917460&origin=inward
201800122.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058915984&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058915984&origin=inward
201800123.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058885422&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058885422&origin=inward
201800124.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058819617&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058819617&origin=inward
201800125.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058790064&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058790064&origin=inward
201800126.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058742898&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058742898&origin=inward
201800127.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058716387&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058716387&origin=inward
201800128.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058472015&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058472015&origin=inward
201800129.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058457964&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058457964&origin=inward
201800130.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058453548&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058453548&origin=inward
201800131.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058382112&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058382112&origin=inward
201800132.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058362649&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058362649&origin=inward
201800133.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058160421&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058160421&origin=inward
201800134.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057868138&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057868138&origin=inward
201800135.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057601344&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057601344&origin=inward
201800136.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057554441&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057554441&origin=inward
201800137.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057539530&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057539530&origin=inward
201800138.json,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057420667&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057420667&origin=inward
