order,citations_count,title,cities_link,main_link
772,4,Effect of cross- and self-pollination on 2-acetyl-1-pyroline content and other fruit characteristics of aromatic coconut (Cocos nucifera Linn.),https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85052854109,https://www.scopus.com/record/display.uri?eid=2-s2.0-85052854109&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=771
773,4,Social media comment management using SMOTE and random forest algorithms,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85053527413,https://www.scopus.com/record/display.uri?eid=2-s2.0-85053527413&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=772
774,4,A Cloud-Contamination Removal Algorithm by Combining Image Segmentation and Level-set-based Approaches for Remote Sensing Images,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85053376533,https://www.scopus.com/record/display.uri?eid=2-s2.0-85053376533&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=773
775,4,Dynamic Modeling of Wireless Power Transfer Systems with a Moving Coil Receiver,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85052513411,https://www.scopus.com/record/display.uri?eid=2-s2.0-85052513411&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=774
776,4,"Lasianthus yalaensis (Rubiaceae), a new species from peninsular Thailand",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85051666146,https://www.scopus.com/record/display.uri?eid=2-s2.0-85051666146&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=775
777,4,Study of Mathematical Models in Hot Air Drying of Herbs in Herbal Compress Ball,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85053118521,https://www.scopus.com/record/display.uri?eid=2-s2.0-85053118521&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=776
778,4,The application of purification process for inulin powder production from Jerusalem artichoke (Helianthus tuberosus L.) tuber powder,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85053895253,https://www.scopus.com/record/display.uri?eid=2-s2.0-85053895253&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=777
779,4,A novel comprehensive procedure for determination of optimum operating conditions for cleaner energy production system,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85046250167,https://www.scopus.com/record/display.uri?eid=2-s2.0-85046250167&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=778
780,4,Comparison of Voltage Distortion Impacts from High-Speed Railway Systems Connected to Electrical Grid under Different Special Transformers,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85066633909,https://www.scopus.com/record/display.uri?eid=2-s2.0-85066633909&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=779
781,4,Seasonal variation and retention of ammonium in small agricultural streams in central Thailand,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85087747913,https://www.scopus.com/record/display.uri?eid=2-s2.0-85087747913&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=780
782,4,Characterization of crystalline structure and thermostability of debranched chickpea starch-lauric acid complexes prepared under different complexation conditions,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85050258563,https://www.scopus.com/record/display.uri?eid=2-s2.0-85050258563&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=781
783,4,Probabilistic sensitivity analysis for multivariate model outputs with applications to Li-ion batteries,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85049900487,https://www.scopus.com/record/display.uri?eid=2-s2.0-85049900487&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=782
784,4,Influence of soil conditions on corrosion behavior of buried coated and uncoated carbon steels,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85049878399,https://www.scopus.com/record/display.uri?eid=2-s2.0-85049878399&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=783
785,4,"Utilization of Na-bentonite to Improve pH-buffering Capacity of Acid Sulfate Soils in Natural Gas Transmission Pipeline Rights-of-Way, Thailand",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85048387309,https://www.scopus.com/record/display.uri?eid=2-s2.0-85048387309&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=784
786,4,The effects of dried faecal sludge and municipal waste co-compost on microbial load and yield of cabbage (Brassica oleracea L. Var. capitata) and lettuce (Lactuca sativa),https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85047881695,https://www.scopus.com/record/display.uri?eid=2-s2.0-85047881695&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=785
787,4,Thermal acclimation capacity of Jack Beardsley mealybug (Pseudococcus jackbeardsleyi) to survive in a warming world,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85047011052,https://www.scopus.com/record/display.uri?eid=2-s2.0-85047011052&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=786
788,4,Exploring factors associated with bulk tank milk urea nitrogen in Central Thailand,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85047554102,https://www.scopus.com/record/display.uri?eid=2-s2.0-85047554102&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=787
789,4,The issue of direct sales and direct marketing law and enforcement in Thailand: A comparative study of the relevant UK and Malaysia laws,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85048935485,https://www.scopus.com/record/display.uri?eid=2-s2.0-85048935485&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=788
790,4,Lethal and sublethal effects of Embelia ribes and two commercial pesticides on a generalist predator,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85040032646,https://www.scopus.com/record/display.uri?eid=2-s2.0-85040032646&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=789
791,4,"Soil fertility improvement from commercial monospecific mangrove forests (Rhizophora apiculata) at Yeesarn Village, Samut Songkram Province, Thailand",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85046799642,https://www.scopus.com/record/display.uri?eid=2-s2.0-85046799642&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=790
792,4,"Crystal structure of 3-[2-(1,3-thiazol-2-yl)diazen-1-yl]pyridine-2,6-diamine monohydrate",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85045065288,https://www.scopus.com/record/display.uri?eid=2-s2.0-85045065288&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=791
793,4,"Analysis of a shrimp farming network during an outbreak of white spot disease in Rayong Province, Thailand",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85044742762,https://www.scopus.com/record/display.uri?eid=2-s2.0-85044742762&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=792
794,4,Integrating local lesion assays with conventional RT-PCR for detection of interspecies tospovirus reassortants and mixed tospovirus infections,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85044209409,https://www.scopus.com/record/display.uri?eid=2-s2.0-85044209409&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=793
795,4,"Two new species of the genus Daptonema Cobb, 1920 (Nematoda: Xyalidae) found in an intertidal seagrass bed on the coast of the Andaman Sea, Thailand, with reference to the taxonomic status of the genus Trichotheristus Wieser, 1956",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85043506486,https://www.scopus.com/record/display.uri?eid=2-s2.0-85043506486&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=794
796,4,Screening and optimization of squalene production from microalgae Aurantiochytrium sp,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85045636695,https://www.scopus.com/record/display.uri?eid=2-s2.0-85045636695&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=795
797,4,In vitro antioxidant evaluation of wood vinegars from carbonization of wood and bamboo,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85045623323,https://www.scopus.com/record/display.uri?eid=2-s2.0-85045623323&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=796
798,4,Immunohistochemical localization of inhibin/activin subunits in adult asian elephant (Elephas maximus) testes,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85044757700,https://www.scopus.com/record/display.uri?eid=2-s2.0-85044757700&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=797
799,4,Semi-rigid composite foams of calcium sodium aluminosilicate from eggshells embedded in polyurethane,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85042630172,https://www.scopus.com/record/display.uri?eid=2-s2.0-85042630172&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=798
800,4,Performance improvement in a tubular heat exchanger by punched delta-winglet vortex generators,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85046254107,https://www.scopus.com/record/display.uri?eid=2-s2.0-85046254107&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=799
801,4,"Genetic structure of teak beehole borer, Xyleutes ceramicus (Lepidoptera: Cossidae), in northern Thailand",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85049303014,https://www.scopus.com/record/display.uri?eid=2-s2.0-85049303014&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=800
802,4,The effect of conflict management in Thai public-sector sport organizations on employee job satisfaction and perceived organizational performance,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85044119654,https://www.scopus.com/record/display.uri?eid=2-s2.0-85044119654&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=801
803,4,Effect of heat treatment temperature on properties of electrosprayed paperboard,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85040790058,https://www.scopus.com/record/display.uri?eid=2-s2.0-85040790058&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=802
804,4,Oral fluid samples used for PRRSV acclimatization program and sow performance monitoring in endemic PRRS-positive farms,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85030545839,https://www.scopus.com/record/display.uri?eid=2-s2.0-85030545839&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=803
805,4,"Behavioral predictability in a lynx spider is interactively influenced by mean behavior, prey density, and an insecticide",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85063285477,https://www.scopus.com/record/display.uri?eid=2-s2.0-85063285477&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=804
806,4,Pharmacokinetics of tapentadol in laying hens and its residues in eggs after multiple oral dose administration,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85038404229,https://www.scopus.com/record/display.uri?eid=2-s2.0-85038404229&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=805
807,4,Optimisation of stability and charge transferability of ferrocene-encapsulated carbon nanotubes,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85026876965,https://www.scopus.com/record/display.uri?eid=2-s2.0-85026876965&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=806
808,4,"Grandidierella gilesi Chilton, 1921 (Amphipoda, Aoridae), first encounter of non-indigenous amphipod in the Lam Ta Khong River, Nakhon Ratchasima Province, North-eastern Thailand",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85089087154,https://www.scopus.com/record/display.uri?eid=2-s2.0-85089087154&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=807
809,4,"A survey of marine mollusc diversity in the Southern Mergui Archipelago, Myanmar",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85067980027,https://www.scopus.com/record/display.uri?eid=2-s2.0-85067980027&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=808
810,4,The physicochemical characteristic of biodegradable methylcellulose film reinforced with chicken eggshells,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85062720779,https://www.scopus.com/record/display.uri?eid=2-s2.0-85062720779&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=809
811,4,"Effect of Al and Ga codoping on the morphological, electronic, and optical properties of ZnO transparent conductive thin films prepared by spray pyrolysis technique",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85059217901,https://www.scopus.com/record/display.uri?eid=2-s2.0-85059217901&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=810
